"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"
"11"	0.817300310006675	0.511891331554235	0.712327003332365	0.560573143186573	0.616888781144098	0.521237527238082	0.518557488962657	0.497769241996999	0.752807480919349	0.0386385968611652	0.988943933275495	0.135146269649811	0.587933726049907	0.678954805391328	0.946724895842778	0.0335860644360473	0.709207582527862	0.288546053879839	0.231403965647441
"12"	0.939913516875462	0.269105158436372	0.469540830214502	0.31778697006871	0.374102608026235	0.278451354120219	0.761343662080519	0.254983068879136	0.995593654037212	0.204147576256699	0.768269893606642	0.107639903468051	0.345147552932044	0.436168632273465	0.703938722724915	0.209200108681816	0.466421409409999	0.0457598807619763	0.0113822074704145
"13"	0.116622416906814	0.554185941532277	0.353750269754146	0.505504129899938	0.449188491942413	0.544839745848429	0.415365237950833	0.568308031089512	0.18111524599414	0.972561323774652	0.0550212063620072	0.9309310034367	0.478143547036604	0.387122467695183	0.119352377243733	0.967508791349535	0.356869690558649	0.777531219206672	0.83467330743907
"14"	0.385590605963595	0.943601035597315	0.855963292624555	0.992282847229653	0.951401514812822	0.952947231281162	0.0868477849195765	0.92947894604008	0.321097776876269	0.470348300904243	0.557234229232415	0.566855973692892	0.980356569907012	0.889335490565592	0.621565400114142	0.465295768479126	0.859082713429058	0.72025575792292	0.663113669690521
"15"	0.95336181199352	0.28255345355443	0.48298912533256	0.331235265186768	0.387550903144293	0.291899649238277	0.747895366962461	0.268431363997194	0.982145358919154	0.190699281138642	0.7817181887247	0.0941916083499933	0.358595848050102	0.449616927391523	0.717387017842973	0.195751813563759	0.479869704528057	0.059208175880035	0.0020660876476313
"16"	0.284629057679217	0.386179300759873	0.185743628981743	0.337497489127534	0.28118185117001	0.376833105076026	0.583371878723236	0.400301390317108	0.349121886766543	0.859432035452944	0.112985434410398	0.762924362664297	0.3101369062642	0.21911582692278	0.048654263528671	0.864484567878061	0.188863049786245	0.609524578434268	0.666666666666667
"17"	0.951295724345884	0.280487365906794	0.480923037684924	0.329169177539132	0.385484815496657	0.289833561590641	0.749961454610097	0.266365276349559	0.98421144656679	0.192765368786278	0.779652101077064	0.0962576959976299	0.356529760402466	0.447550839743887	0.715320930195337	0.197817901211395	0.477803616880421	0.0571420882323984	0
"18"	0.382037608987449	0.94715403257346	0.852410295648409	0.995835844205799	0.947848517836676	0.956500228257307	0.0832947879434307	0.933031943016225	0.317544779900123	0.473901297880389	0.55368123225627	0.570408970669037	0.976803572930867	0.885782493589446	0.618012403137997	0.468848765455272	0.855529716452912	0.723808754899065	0.666666666666667
"19"	0.381560291453289	0.947631350107621	0.851932978114249	0.996313161739959	0.947371200302516	0.956977545791468	0.0828174704092701	0.933509260550386	0.317067462365963	0.474378615414549	0.553203914722109	0.570886288203198	0.976326255396707	0.885305176055286	0.617535085603836	0.469326082989432	0.855052398918752	0.724286072433226	0.667143984200827
"20"	0.382037608987449	0.94715403257346	0.852410295648409	0.995835844205799	0.947848517836676	0.956500228257307	0.0832947879434307	0.933031943016225	0.317544779900123	0.473901297880389	0.55368123225627	0.570408970669037	0.976803572930867	0.885782493589446	0.618012403137997	0.468848765455272	0.855529716452912	0.723808754899065	0.666666666666667
"21"	0.250478008946259	0.752896302202362	0.519519339336163	0.670401403402039	0.754927700919329	0.00568732972374428	0.186028545879259	0.0822187404556846	0.753957871376644	0.907928267511297	0.791471259729688	0.652807492625923	0.0231292851330099	0.654543619240586	0.262287476096141	0.535006246134163	0.359559919691536	0.42977596991682	0.175938305711389
"22"	0.284901754676027	0.78732004793213	0.485095593606394	0.635977657672271	0.789351446649097	0.0401110754535107	0.151604800149491	0.0477949947259174	0.719534125646877	0.942352013241065	0.757047513999921	0.618383746896156	0.0112944605967622	0.620119873510818	0.296711221825909	0.569429991863931	0.393983665421303	0.395352224187052	0.141514559981621
"23"	0.442582215020953	0.0598360782351503	0.787420436696626	0.636538372630749	0.0618674769521162	0.687372894243468	0.879088769846471	0.775278964422896	0.552981904656144	0.214868043544085	0.5154685163031	0.654132283406865	0.716189509100219	0.652396156792202	0.430772747871071	0.158053977833048	0.333500304275676	0.877163806115968	0.868998529678601
"24"	0.245403688911212	0.747821982167316	0.524593659371209	0.675475723437085	0.749853380884283	0.000613009688639808	0.191102865914305	0.0872930604907304	0.759032191411691	0.902853947476251	0.796545579764735	0.65788181266097	0.0282036051680535	0.659617939275632	0.257213156061095	0.529931926099117	0.354485599656489	0.434850289951866	0.181012625746435
"25"	0.709092239853479	0.788489466890418	0.0609051084289421	0.211787172494819	0.786458068173451	0.464301560630964	0.272585685027961	0.376395490451536	0.295343640469424	0.633457501581483	0.332857028822468	0.194193261718703	0.435484945774213	0.195929388333366	0.720901707003361	0.993620477041383	0.818174150598756	0.0288382609904026	0.282675925195831
"26"	0.912070355577879	0.585511351166017	0.142073007295458	0.00880905677041636	0.583479952449051	0.667279676355364	0.475563800752361	0.579373606175937	0.0923655247450234	0.430479385857082	0.129878913098068	0.00878485400569592	0.638463061498614	0.00704872739102487	0.923879822727762	0.803401407234216	0.978847733676844	0.2318163767148	0.485654040920231
"27"	0.896457576551026	0.601124130192871	0.126460228268605	0.0244218357972713	0.599092731475904	0.651666897328511	0.459951021725507	0.563760827149083	0.107978303771878	0.446092164883936	0.145491692124921	0.00682792502115514	0.62285028247176	0.00856405163582188	0.908267043700908	0.81901418626107	0.994460512703697	0.216203597687947	0.470041261893378
"28"	0.911649600555531	0.585932106188366	0.14165225227311	0.00922981179276859	0.583900707471399	0.666858921333016	0.475143045730013	0.578952851153588	0.0927862797673722	0.430900140879431	0.130299668120416	0.00836409898334319	0.638042306476265	0.00662797236868198	0.923459067705413	0.803822162256565	0.979268488699192	0.231395621692452	0.485233285897883
"29"	0.0291364901755223	0.531554783431625	0.7408608581069	0.891742922172776	0.533586182148592	0.215654189046993	0.407370064649996	0.303560259226421	0.975299390147382	0.68658674874056	0.987187221499574	0.874149011396661	0.244470803903744	0.875885138011323	0.0409459573254032	0.313664727363426	0.138218400920798	0.651117488687557	0.397279824482126
"30"	0.245403688911213	0.747821982167316	0.524593659371209	0.675475723437085	0.749853380884283	0.000613009688713209	0.191102865914306	0.0872930604907309	0.759032191411691	0.902853947476251	0.796545579764735	0.65788181266097	0.0282036051680551	0.659617939275632	0.257213156061095	0.529931926099117	0.354485599656489	0.434850289951866	0.181012625746435
